address_line_1,address_line_2,city,compliance_status,contract_decision,contribution_amount,contribution_date,cumulative_total,dataset_source,employer,exceeds_cumulative_limit,exceeds_single_limit,first_name,full_name,id,kyc_passed,kyc_status,last_name,occupation,phone,state,unique_id,wallet,zip
,,,,,,,,kyc,,,,Stephanie,,33,1,,Davis,,,,9657FN0X,,
,,,,,,,,kyc,,,,Olivia,,34,1,,Flores,,,,9UKB5II8,,
,,,,,,,,kyc,,,,Harold,,35,1,,Kelly,,,,A6PP7PTU,,
,,,,,,,,kyc,,,,Roger,,36,1,,Patterson,,,,A88B4W6U,,
,,,,,,,,kyc,,,,Denise,,37,1,,Walker,,,,AKFNUF1V,,
,,,,,,,,kyc,,,,Mason,,38,1,,Jackson,,,,ATY1MTAX,,
,,,,,,,,kyc,,,,Carolyn,,39,1,,Russell,,,,AVMDYV3T,,
,,,,,,,,kyc,,,,Janet,,40,1,,Butler,,,,AYS92TUR,,
,,,,,,,,kyc,,,,Anthony,,41,1,,Flores,,,,B2NUAT8F,,
,,,,,,,,kyc,,,,Dennis,,42,1,,Campbell,,,,BELZFATP,,
,,,,,,,,kyc,,,,Joseph,,43,1,,Chen,,,,BGMOP7U9,,
,,,,,,,,kyc,,,,James,,44,1,,Powell,,,,BS2LMXM4,,
,,,,,,,,kyc,,,,Susan,,45,1,,Ramirez,,,,C99FD0WM,,
,,,,,,,,kyc,,,,Ruth,,46,1,,Ward,,,,CLXQWT3A,,
,,,,,,,,kyc,,,,Timothy,,47,1,,Davis,,,,CW9F2S7B,,
,,,,,,,,kyc,,,,Dorothy,,48,1,,Thompson,,,,D642SV9S,,
,,,,,,,,kyc,,,,Isabella,,49,1,,Ellis,,,,D9CLQHB1,,
,,,,,,,,kyc,,,,Rachel,,50,1,,Washington,,,,DPU4LFH5,,
,,,,,,,,kyc,,,,Ruth,,51,1,,Reynolds,,,,E74CP3JL,,
,,,,,,,,kyc,,,,Samantha,,52,1,,Gray,,,,EDE258YS,,
,,,,,,,,kyc,,,,Wayne,,53,1,,Moreno,,,,EDNEHHZM,,
,,,,,,,,kyc,,,,Ruth,,54,1,,Owens,,,,EIBZFFHN,,
,,,,,,,,kyc,,,,Kevin,,55,1,,Cooper,,,,EOA89JQR,,
,,,,,,,,kyc,,,,James,,56,1,,Young,,,,F7373NAP,,
,,,,,,,,kyc,,,,Susan,,57,1,,Diaz,,,,F8M7G9DL,,
,,,,,,,,kyc,,,,Charles,,58,1,,Reyes,,,,FCPJ4T0A,,
,,,,,,,,kyc,,,,Mary,,59,1,,Hill,,,,FL9JAHD9,,
,,,,,,,,kyc,,,,Nathan,,60,1,,Harrison,,,,FPZLFMHR,,
,,,,,,,,kyc,,,,Nathan,,61,1,,Henry,,,,FTOU2TAA,,
,,,,,,,,kyc,,,,Willie,,62,1,,Cole,,,,FVLTKA72,,
,,,,,,,,kyc,,,,Maria,,63,1,,Patel,,,,G2EY457P,,
,,,,,,,,kyc,,,,Sarah,,64,1,,Stewart,,,,G3X14JZS,,
,,,,,,,,kyc,,,,Michelle,,65,1,,Howard,,,,GAVDF2JW,,
,,,,,,,,kyc,,,,Douglas,,66,1,,Long,,,,GHN1RBNW,,
,,,,,,,,kyc,,,,Benjamin,,67,0,,Gonzalez,,,,GKFZ8VML,,
,,,,,,,,kyc,,,,Chloe,,68,1,,Washington,,,,GMC4HU1A,,
,,,,,,,,kyc,,,,Charles,,69,1,,Mendoza,,,,GSUUB5TR,,
,,,,,,,,kyc,,,,Nicholas,,70,1,,Bennett,,,,GVS9G194,,
,,,,,,,,kyc,,,,William,,71,1,,Martinez,,,,H1TMJONR,,
,,,,,,,,kyc,,,,Janet,,72,1,,Smith,,,,HB0KZGZV,,
,,,,,,,,kyc,,,,Nancy,,73,1,,Owens,,,,HHQ0QK7W,,
,,,,,,,,kyc,,,,Jack,,74,0,,Chavez,,,,HLF0DYXX,,
,,,,,,,,kyc,,,,Brandon,,75,1,,Wilson,,,,HQJAMOKJ,,
,,,,,,,,kyc,,,,Denise,,76,1,,Brown,,,,HXHX4VMR,,
,,,,,,,,kyc,,,,Carolyn,,77,1,,Wright,,,,HYRZFLYY,,
,,,,,,,,kyc,,,,Nathan,,78,1,,Bailey,,,,I3CLB3U4,,
,,,,,,,,kyc,,,,Carol,,79,1,,Taylor,,,,IO05GNHO,,
,,,,,,,,kyc,,,,Martha,,80,1,,Griffin,,,,IWDDS5E2,,
,,,,,,,,kyc,,,,Brian,,81,1,,Bennett,,,,IXE2CDCX,,
,,,,,,,,kyc,,,,Dennis,,82,1,,Martin,,,,J06OIXBQ,,
,,,,,,,,kyc,,,,Peter,,83,1,,Flores,,,,J22GVCNA,,
,,,,,,,,kyc,,,,Donna,,84,1,,Watson,,,,JDXXXWYL,,
,,,,,,,,kyc,,,,Christina,,85,1,,Richardson,,,,JFPK0JBX,,
,,,,,,,,kyc,,,,Katherine,,86,1,,Morales,,,,JTFTYIIW,,
,,,,,,,,kyc,,,,Janet,,87,1,,Medina,,,,K0BXXNX8,,
,,,,,,,,kyc,,,,Kenneth,,88,0,,Hughes,,,,KGXWR2WG,,
,,,,,,,,kyc,,,,Nicholas,,89,1,,Hughes,,,,KMFOSQ9O,,
,,,,,,,,kyc,,,,Sara,,90,1,,Coleman,,,,LFU0TPM0,,
,,,,,,,,kyc,,,,Albert,,91,1,,Baker,,,,LZ5I9SHV,,
,,,,,,,,kyc,,,,Debra,,92,1,,Anderson,,,,M13JF1JW,,
,,,,,,,,kyc,,,,Mark,,93,1,,Kim,,,,M57JWYHO,,
,,,,,,,,kyc,,,,Larry,,94,1,,Washington,,,,M65RJT76,,
,,,,,,,,kyc,,,,Hannah,,95,1,,Woods,,,,M7SNFIY3,,
,,,,,,,,kyc,,,,Mia,,96,1,,Flores,,,,MU05EHN8,,
,,,,,,,,kyc,,,,Nicholas,,97,1,,Anderson,,,,N1K17R1C,,
,,,,,,,,kyc,,,,Keith,,98,1,,Herrera,,,,N8L248JX,,
,,,,,,,,kyc,,,,Jacob,,99,1,,Price,,,,NJ6HCP2U,,
,,,,,,,,kyc,,,,Susan,,100,1,,Scott,,,,O519XXZ0,,
,,,,,,,,kyc,,,,Lisa,,101,1,,Vargas,,,,OQ8REGOO,,
,,,,,,,,kyc,,,,Peter,,102,1,,Harris,,,,OSULX20W,,
,,,,,,,,kyc,,,,Amanda,,103,1,,West,,,,OTBEOGIR,,
,,,,,,,,kyc,,,,Carol,,104,1,,Lewis,,,,OW0EVOMW,,
,,,,,,,,kyc,,,,Donna,,105,1,,Myers,,,,OX09YVNV,,
,,,,,,,,kyc,,,,Sara,,106,1,,Henry,,,,OZFQJHBH,,
,,,,,,,,kyc,,,,Stephanie,,107,1,,Scott,,,,PCD1I21G,,
,,,,,,,,kyc,,,,Jennifer,,108,1,,Green,,,,PEDKQ7XI,,
,,,,,,,,kyc,,,,Gregory,,109,1,,Jenkins,,,,PK7M5CYL,,
,,,,,,,,kyc,,,,Gary,,110,0,,Richardson,,,,PRQ7DN55,,
,,,,,,,,kyc,,,,Christine,,111,1,,Washington,,,,PYU7VDP8,,
,,,,,,,,kyc,,,,Jennifer,,112,1,,Vargas,,,,QC3S78YD,,
,,,,,,,,kyc,,,,Megan,,113,1,,Jones,,,,QP9MKOB3,,
,,,,,,,,kyc,,,,Gary,,114,1,,Fernandez,,,,R777W9HK,,
,,,,,,,,kyc,,,,Chloe,,115,1,,Coleman,,,,RGC5FGYK,,
,,,,,,,,kyc,,,,Scott,,116,1,,Parker,,,,RHYYRN52,,
,,,,,,,,kyc,,,,Christopher,,117,1,,Brooks,,,,RKW0PCWC,,
,,,,,,,,kyc,,,,Dorothy,,118,0,,Nguyen,,,,RO8MLSLJ,,
,,,,,,,,kyc,,,,Nancy,,119,1,,Wood,,,,RVH47UAR,,
,,,,,,,,kyc,,,,Rebecca,,120,1,,Stewart,,,,RVU5VEGQ,,
,,,,,,,,kyc,,,,Stephanie,,121,1,,Rodriguez,,,,S93BYRRL,,
,,,,,,,,kyc,,,,Roger,,122,0,,Simmons,,,,SHCMURR9,,
,,,,,,,,kyc,,,,Michael,,123,1,,Jimenez,,,,SHE614ID,,
,,,,,,,,kyc,,,,Helen,,124,1,,Marshall,,,,SM4CDJVD,,
,,,,,,,,kyc,,,,Evelyn,,125,1,,Morgan,,,,SR0XIYE7,,
,,,,,,,,kyc,,,,Eugene,,126,1,,Lopez,,,,SZ0U7SDI,,
,,,,,,,,kyc,,,,Julie,,127,1,,Kim,,,,T8UUGKEH,,
,,,,,,,,kyc,,,,Joseph,,128,1,,Edwards,,,,U6NQV6BX,,
,,,,,,,,kyc,,,,Samuel,,129,1,,Martin,,,,UG1P460X,,
,,,,,,,,kyc,,,,Douglas,,130,1,,Johnson,,,,V2VYVVO0,,
,,,,,,,,kyc,,,,Richard,,131,1,,Perry,,,,V3MEWMIB,,
,,,,,,,,kyc,,,,Frank,,132,1,,Baker,,,,VI4XLMGC,,
,,,,,,,,kyc,,,,Noah,,133,1,,Vasquez,,,,VXAQ4IID,,
,,,,,,,,kyc,,,,Joseph,,134,1,,Hamilton,,,,WFRQN256,,
,,,,,,,,kyc,,,,Christine,,135,1,,Rodriguez,,,,WUQZ5J7M,,
,,,,,,,,kyc,,,,Janet,,136,1,,Hamilton,,,,WVD3JZ0S,,
,,,,,,,,kyc,,,,Dorothy,,137,0,,Henderson,,,,X7EJVPUI,,
,,,,,,,,kyc,,,,Jordan,,138,0,,Murray,,,,XMLRSNUU,,
,,,,,,,,kyc,,,,Carol,,139,1,,Vargas,,,,XZR76Y7I,,
,,,,,,,,kyc,,,,Charles,,140,1,,Alexander,,,,Y3XILU2G,,
,,,,,,,,kyc,,,,Deborah,,141,1,,Hamilton,,,,Y6GLY6OI,,
,,,,,,,,kyc,,,,Mason,,142,1,,Taylor,,,,Y7YXP2TQ,,
,,,,,,,,kyc,,,,Janice,,143,1,,Long,,,,YMTV5RNA,,
,,,,,,,,kyc,,,,Dorothy,,144,1,,Chen,,,,YPJMUPXG,,
,,,,,,,,kyc,,,,Hannah,,145,1,,Murray,,,,YU6YB70U,,
,,,,,,,,kyc,,,,Mark,,146,1,,Moore,,,,Z3BKXSJK,,
,,,,,,,,kyc,,,,Abigail,,147,1,,Tran,,,,Z49IUHZ7,,
,,,,,,,,kyc,,,,Maria,,148,0,,Lopez,,,,Z7D01HCO,,
,,,,,,,,kyc,,,,Nicholas,,149,1,,Wright,,,,ZBWLU9BD,,
,,,,,,,,kyc,,,,David,,150,1,,Perez,,,,ZO41S71R,,
,,,,ACCEPTED,3300,,3300,validation,,NO,NO,,Julie Kim,,YES,,,,,,T8UUGKEH,0x4fc80d6a55925a5b5b8e3ae9c6fa56c9cf9bff5b,
,,,,ACCEPTED,1950.42,,1950.42,validation,,NO,NO,,Dennis Martin,,YES,,,,,,J06OIXBQ,0xc9d6351894be064644e05fa77a3f3363070da9af,
,,,,ACCEPTED,1844.04,,1844.04,validation,,NO,NO,,Christine Washington,,YES,,,,,,PYU7VDP8,0x5246d0a65978e9bd34c7aa7a52354b9f49797a80,
,,,,ACCEPTED,1833.98,,1833.98,validation,,NO,NO,,Donna Myers,,YES,,,,,,OX09YVNV,0xa946121fef719d4f0692dd4f7fdfa1f93e03fed8,
,,,,ACCEPTED,1804.55,,1804.55,validation,,NO,NO,,Denise Brown,,YES,,,,,,HXHX4VMR,0x53598c1e45f207f550fe89ffc12ea5fa1074c6f5,
,,,,ACCEPTED,1687.01,,1687.01,validation,,NO,NO,,Mark Kim,,YES,,,,,,M57JWYHO,0x3a5054038cd2fc7a7853c57d8954649a7250c2e2,
,,,,ACCEPTED,1662.89,,1662.89,validation,,NO,NO,,Douglas Long,,YES,,,,,,GHN1RBNW,0x2da6ed35f23a97f2bcb70f9b04821754947703b5,
,,,,ACCEPTED,1569.91,,1569.91,validation,,NO,NO,,Sara Coleman,,YES,,,,,,LFU0TPM0,0x036c512f46d765956869b2d40e8accf9ff9c8613,
,,,,ACCEPTED,1529.07,,3299,validation,,NO,NO,,James Powell,,YES,,,,,,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,
,,,,ACCEPTED,1493.94,,1493.94,validation,,NO,NO,,Barbara Alvarez,,YES,,,,,,3BPC7AAP,0x7749e2a80b8ed640195638f4afdc45743decd62d,
,,,,ACCEPTED,1466.18,,1466.18,validation,,NO,NO,,Noah Vasquez,,YES,,,,,,VXAQ4IID,0x16f530f01f1116cfd3c5c022aab6f0441df82fbd,
,,,,ACCEPTED,1274.1,,1274.1,validation,,NO,NO,,Julia Mitchell,,YES,,,,,,8M0BJ6U9,0x25537341182677efd7b13297b9d158737b2c10c3,
,,,,ACCEPTED,1269.73,,1269.73,validation,,NO,NO,,Debra Anderson,,YES,,,,,,M13JF1JW,0x523a2ca6a5d61408a22071c45869970473e785a5,
,,,,ACCEPTED,1182.19,,1182.19,validation,,NO,NO,,Nicholas Hughes,,YES,,,,,,KMFOSQ9O,0x70ec3b64e8ecfb732b3eeea4ee8d0cc5a050055c,
,,,,ACCEPTED,1174.41,,1174.41,validation,,NO,NO,,Nicholas Wright,,YES,,,,,,ZBWLU9BD,0xbc333228bdbf1ab6433082428f9f9ba4efaf6eef,
,,,,ACCEPTED,1108.98,,1546.08,validation,,NO,NO,,Samuel Martin,,YES,,,,,,UG1P460X,0xe2026c7617466af6b694e2f57ceee189ae685bdd,
,,,,ACCEPTED,1059.02,,1059.02,validation,,NO,NO,,Dennis Campbell,,YES,,,,,,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,
,,,,ACCEPTED,985.14,,985.14,validation,,NO,NO,,James Powell,,YES,,,,,,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,
,,,,ACCEPTED,863.96,,863.96,validation,,NO,NO,,Richard Perry,,YES,,,,,,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,
,,,,ACCEPTED,849.83,,849.83,validation,,NO,NO,,Amanda West,,YES,,,,,,OTBEOGIR,0xb40ac5b4fbb12a16a036cd2251524f74e67edf23,
,,,,ACCEPTED,830.56,,830.56,validation,,NO,NO,,Carolyn Wright,,YES,,,,,,HYRZFLYY,0xb5da13c9a2e6c944909df341735971f35f159f4b,
,,,,ACCEPTED,811.88,,858.12,validation,,NO,NO,,Charles Reyes,,YES,,,,,,FCPJ4T0A,0x4ca8c1ea0324538018d71b219d01121f44802ea4,
,,,,ACCEPTED,801.54,,801.54,validation,,NO,NO,,Mason Taylor,,YES,,,,,,Y7YXP2TQ,0x1a266923ce883405ef40730b8973cd7781442039,
,,,,ACCEPTED,784.79,,1769.9299999999998,validation,,NO,NO,,James Powell,,YES,,,,,,BS2LMXM4,0xbe3499ead82ee1b832ad617e920fcb9420d95c15,
,,,,ACCEPTED,724.13,,1246.51,validation,,NO,NO,,Isabella Ellis,,YES,,,,,,D9CLQHB1,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,
,,,,ACCEPTED,603.7,,603.7,validation,,NO,NO,,Chloe Washington,,YES,,,,,,GMC4HU1A,0x72b6fbbefe9c2189db481e1d965db73185cf4ce6,
,,,,ACCEPTED,573.22,,573.22,validation,,NO,NO,,Hannah Woods,,YES,,,,,,M7SNFIY3,0xa0248529dc5bf1a7ee913e470d88d4ed96744a6c,
,,,,ACCEPTED,522.38,,522.38,validation,,NO,NO,,Isabella Ellis,,YES,,,,,,D9CLQHB1,0x8778637aa0f7b0f098e8d8fd6aea1b4be8130f6f,
,,,,ACCEPTED,483.18,,483.18,validation,,NO,NO,,David Perez,,YES,,,,,,ZO41S71R,0x63a1ea1588480d7c126c336d05a4abbc10417600,
,,,,ACCEPTED,483.13,,483.13,validation,,NO,NO,,Gregory Jenkins,,YES,,,,,,PK7M5CYL,0x451206a32e3cdb54034607fcc15ae4faa519cee6,
,,,,ACCEPTED,437.1,,437.1,validation,,NO,NO,,Samuel Martin,,YES,,,,,,UG1P460X,0xe2026c7617466af6b694e2f57ceee189ae685bdd,
,,,,ACCEPTED,433.12,,916.25,validation,,NO,NO,,Gregory Jenkins,,YES,,,,,,PK7M5CYL,0x451206a32e3cdb54034607fcc15ae4faa519cee6,
,,,,ACCEPTED,402.09,,402.09,validation,,NO,NO,,Janet Hamilton,,YES,,,,,,WVD3JZ0S,0x5f29d7266520f905a7ed3dc31fee98e81cd72907,
,,,,ACCEPTED,382.82,,866,validation,,NO,NO,,David Perez,,YES,,,,,,ZO41S71R,0x63a1ea1588480d7c126c336d05a4abbc10417600,
,,,,ACCEPTED,377.14,,377.14,validation,,NO,NO,,Maria Patel,,YES,,,,,,G2EY457P,0x5bb8c5e66c45b686c8fcfe1dcf922b8be1c0cc65,
,,,,ACCEPTED,375.19,,375.19,validation,,NO,NO,,Jennifer Vargas,,YES,,,,,,QC3S78YD,0x4c1e27a0b54c139d71fb26e36844d22f93aa4cf3,
,,,,ACCEPTED,361.39,,377.01,validation,,NO,NO,,Kelly Diaz,,YES,,,,,,6H1RMG77,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,
,,,,ACCEPTED,334.09,,334.09,validation,,NO,NO,,William Martinez,,YES,,,,,,H1TMJONR,0x093d614695a5f341982eafec2535a8cf5b968706,
,,,,ACCEPTED,262.73,,262.73,validation,,NO,NO,,Susan Diaz,,YES,,,,,,F8M7G9DL,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,
,,,,ACCEPTED,219.96,,219.96,validation,,NO,NO,,Susan Ramirez,,YES,,,,,,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,
,,,,ACCEPTED,208.77,,1267.79,validation,,NO,NO,,Dennis Campbell,,YES,,,,,,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,
,,,,ACCEPTED,195.89,,1378.08,validation,,NO,NO,,Nicholas Hughes,,YES,,,,,,KMFOSQ9O,0x70ec3b64e8ecfb732b3eeea4ee8d0cc5a050055c,
,,,,ACCEPTED,179.71,,179.71,validation,,NO,NO,,Joseph Edwards,,YES,,,,,,U6NQV6BX,0x90ec8941158a155fa43c5380f310082694f3350f,
,,,,ACCEPTED,147.46,,410.19000000000005,validation,,NO,NO,,Susan Diaz,,YES,,,,,,F8M7G9DL,0xa51697eeedfb8e9d5af175aab64d1c1170dbf12e,
,,,,ACCEPTED,128.85,,992.8100000000001,validation,,NO,NO,,Richard Perry,,YES,,,,,,V3MEWMIB,0x1c76af4858fb2bf47d806117b433252f6df240cf,
,,,,ACCEPTED,86.83,,1354.62,validation,,NO,NO,,Dennis Campbell,,YES,,,,,,BELZFATP,0x0eab408c7f6720241267bf93385746c0b09d8ab2,
,,,,ACCEPTED,51.43,,271.39,validation,,NO,NO,,Susan Ramirez,,YES,,,,,,C99FD0WM,0xe0493f4d230fbb06510b6314e239317ece100144,
,,,,ACCEPTED,46.24,,46.24,validation,,NO,NO,,Charles Reyes,,YES,,,,,,FCPJ4T0A,0x4ca8c1ea0324538018d71b219d01121f44802ea4,
,,,,ACCEPTED,43.52,,445.60999999999996,validation,,NO,NO,,Janet Hamilton,,YES,,,,,,WVD3JZ0S,0x5f29d7266520f905a7ed3dc31fee98e81cd72907,
,,,,ACCEPTED,43.15,,43.15,validation,,NO,NO,,Nathan Bailey,,YES,,,,,,I3CLB3U4,0x4a59d912a286645b5eb383d809755d8e03b383ae,
,,,,ACCEPTED,41.83,,41.83,validation,,NO,NO,,Ruth Owens,,YES,,,,,,EIBZFFHN,0x72964cb2e2699a2dbbf456ceee7dacda44da9b80,
,,,,ACCEPTED,37.34,,37.34,validation,,NO,NO,,Kevin Cooper,,YES,,,,,,EOA89JQR,0x25a81d9a08710762512088f686cb2a11cb08d3aa,
,,,,ACCEPTED,15.62,,15.62,validation,,NO,NO,,Kelly Diaz,,YES,,,,,,6H1RMG77,0xb04cd64de83f984a0587cf8c4af20c920e8fcc4a,
,,,,REJECTED: KYC Failed,3300,,3300,validation,,NO,NO,,Laura Ward,,NO_RECORD,,,,,,9R1LB52B,0xc81131c2206dcacd857c8fd22937b17a9edade8b,
,,,,REJECTED: KYC Failed,3300,,3300,validation,,NO,NO,,Mason Sullivan,,NO_RECORD,,,,,,CFNVL7IY,0x5b1faa040d43e4421e1195310a7a7043cad76edd,
,,,,REJECTED: KYC Failed,3300,,3300,validation,,NO,NO,,Brenda Young,,NO_RECORD,,,,,,89CM5WVC,0x89050758df62c70764793ea4141dd83d0c29918f,
,,,,REJECTED: KYC Failed,3300,,3300,validation,,NO,NO,,Peter Moreno,,NO_RECORD,,,,,,GENYJC9J,0x36bf71066dd6fc93456d0643b228b8278086bdce,
,,,,REJECTED: KYC Failed,3299.95,,3299.95,validation,,NO,NO,,Christine Harris,,NO_RECORD,,,,,,M91DV3DW,0x9e93a17d9105a0682c40ec8aa268897b68172689,
,,,,REJECTED: KYC Failed,3299.91,,3299.91,validation,,NO,NO,,Rachel Ortiz,,NO_RECORD,,,,,,O1SLGDF6,0x1a8964573d6d1d28b950996362d9f6da2b38885e,
,,,,REJECTED: KYC Failed,3299.84,,3299.84,validation,,NO,NO,,Ruth Castillo,,NO_RECORD,,,,,,QNIK9137,0x429a00449459ca69b289186fd69bb8d99609959e,
,,,,REJECTED: KYC Failed,3299.55,,3299.55,validation,,NO,NO,,Stephanie Evans,,NO_RECORD,,,,,,3ZKCNLYY,0x7aa65b7fb0109ad848527a8f9771c29df78e6fd7,
,,,,REJECTED: KYC Failed,1953.69,,1953.69,validation,,NO,NO,,Andrea Watson,,NO_RECORD,,,,,,KQIIPUPB,0x83a0b9fc0683f66235f5a10affb7d1d7be65ba5a,
,,,,REJECTED: KYC Failed,1947.9,,1947.9,validation,,NO,NO,,Brittany Hamilton,,NO_RECORD,,,,,,JPG2EBWF,0x05645b4fb088df89ea8e1312f7a3a10eeb785f6b,
,,,,REJECTED: KYC Failed,1941.62,,1941.62,validation,,NO,NO,,Nicholas Adams,,NO_RECORD,,,,,,8WUVFN9T,0x4ac73ebf27790a9a4650d10ca0b146a30de89946,
,,,,REJECTED: KYC Failed,1939.77,,1939.77,validation,,NO,NO,,Michelle Jenkins,,NO_RECORD,,,,,,8HMDGSZC,0xce7368011f0d4c47c288448edd4b44236327976a,
,,,,REJECTED: KYC Failed,1931.39,,2051.31,validation,,NO,NO,,Dennis Jackson,,NO_RECORD,,,,,,DMDT7SNV,0xab8ae0c9c2bcfcd1a1d2c470726590abdc7b42b2,
,,,,REJECTED: KYC Failed,1928.28,,1928.28,validation,,NO,NO,,Alexander Nguyen,,NO_RECORD,,,,,,5IHZRG4O,0x253388843aa51c720f6787dc35a3f541047a46a9,
,,,,REJECTED: KYC Failed,1891.35,,1891.35,validation,,NO,NO,,Barbara Martin,,NO_RECORD,,,,,,0ZAA8WA1,0xf8939b634a74a54acc65e84e6b47b515e2e0ea25,
,,,,REJECTED: KYC Failed,1889.44,,1889.44,validation,,NO,NO,,Grace Howard,,NO_RECORD,,,,,,WYMUMPQ6,0x0c1ef388200d522bf1daa07b7811942465b48600,
,,,,REJECTED: KYC Failed,1827.95,,1827.95,validation,,NO,NO,,Charlotte Aguilar,,NO_RECORD,,,,,,U22P0A4G,0x31eda11686c47c6ce67f545f67623e233a295489,
,,,,REJECTED: KYC Failed,1821.1,,1821.1,validation,,NO,NO,,James Jordan,,NO_RECORD,,,,,,INYIJ9SW,0xca18afa644b2bc0c608e8c1ad9698976221d56c3,
,,,,REJECTED: KYC Failed,1816.72,,2356.7799999999997,validation,,NO,NO,,Charlotte Wells,,NO_RECORD,,,,,,9JPPXXZE,0x5cde675d9ed83380ca00a447ab984db9c0d3981a,
,,,,REJECTED: KYC Failed,1801.93,,1801.93,validation,,NO,NO,,Sara Anderson,,NO_RECORD,,,,,,BXCCT17O,0x23b85badc811ea5160612fee46fe033bcc842d54,
,,,,REJECTED: KYC Failed,1796.63,,1796.63,validation,,NO,NO,,Sophia James,,NO_RECORD,,,,,,FWYUH5HZ,0x69ce55f1b440b11a32cd7ebd657b981aa3a88aa8,
,,,,REJECTED: KYC Failed,1790.27,,1790.27,validation,,NO,NO,,Brandon Wood,,NO_RECORD,,,,,,T65M28Z3,0x71283c24e1df5073f8eb52feb48bd5680ffc3ecb,
,,,,REJECTED: KYC Failed,1786.01,,1786.01,validation,,NO,NO,,Christian Butler,,NO_RECORD,,,,,,H3D8ZLEY,0xd9345816116cd600b4d2a3a78c37eee7551ba686,
,,,,REJECTED: KYC Failed,1784.09,,1784.09,validation,,NO,NO,,Debra Bell,,NO_RECORD,,,,,,WTNAVWP5,0x67a131c6035aba27743a288b9ea9638c735fb182,
,,,,REJECTED: KYC Failed,1770.13,,1770.13,validation,,NO,NO,,George Patel,,NO_RECORD,,,,,,V6YR2VIQ,0xd26dd943f61a6c1254f148e1ff8971dccd051146,
,,,,REJECTED: KYC Failed,1739.8,,2445.35,validation,,NO,NO,,Mary Griffin,,NO_RECORD,,,,,,1VTXHOVE,0x5d80f366d3e403f877023b8fef5b8db4421aa091,
,,,,REJECTED: KYC Failed,1730.25,,1730.25,validation,,NO,NO,,Dennis Roberts,,NO_RECORD,,,,,,VLI8N7T0,0x915cae980ea6f1dc227290e763860c6edfed97be,
,,,,REJECTED: KYC Failed,1699.53,,1699.53,validation,,NO,NO,,Joshua Hall,,NO_RECORD,,,,,,N6Z37BFH,0x5a7484093ea1c9f0ba6f92ecb04c5d31855b5edb,
,,,,REJECTED: KYC Failed,1669.42,,1669.42,validation,,NO,NO,,Carol Johnson,,NO_RECORD,,,,,,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,
,,,,REJECTED: KYC Failed,1658.64,,1658.64,validation,,NO,NO,,Jack Hayes,,NO_RECORD,,,,,,AP4SH8KJ,0x4f7cbe911f229af59b59933f29d47d3294e1f910,
,,,,REJECTED: KYC Failed,1631.51,,1631.51,validation,,NO,NO,,Joseph Murphy,,NO_RECORD,,,,,,7ZV3BEZO,0x7b224e8bbf01c624e0ca398b36d9ac9edfdf263c,
,,,,REJECTED: KYC Failed,1629.58,,3299,validation,,NO,NO,,Carol Johnson,,NO_RECORD,,,,,,3MYBZPJ9,0x4578861245ae03df3909d210842d467976291fe5,
,,,,REJECTED: KYC Failed,1625.94,,1625.94,validation,,NO,NO,,Olivia Hayes,,NO_RECORD,,,,,,Z9V2TMV2,0xd18e529ab2f0b718e2443b403698490da8b0b0a0,
,,,,REJECTED: KYC Failed,1622.9,,1622.9,validation,,NO,NO,,Donald Sanchez,,NO_RECORD,,,,,,GUE158T6,0x0c3479ffedfce359043d0c52acfdbd734842db26,
,,,,REJECTED: KYC Failed,1599.47,,3299,validation,,NO,NO,,Joshua Hall,,NO_RECORD,,,,,,N6Z37BFH,0x5a7484093ea1c9f0ba6f92ecb04c5d31855b5edb,
,,,,REJECTED: KYC Failed,1581.03,,1581.03,validation,,NO,NO,,Andrea White,,NO_RECORD,,,,,,92CTKVF0,0x007c0582ff9ab4d26e63667de01513dfb4833739,
,,,,REJECTED: KYC Failed,1563.5,,1563.5,validation,,NO,NO,,Jeremy Griffin,,NO_RECORD,,,,,,K9DQG0A3,0x86cf43195ee25dab7e4b0da464fc250638be3462,
,,,,REJECTED: KYC Failed,1526.06,,1526.06,validation,,NO,NO,,Justin Murray,,NO_RECORD,,,,,,NK71KXKQ,0x9179e979c6f88a2e5bb7452b9184f81b2fc72b2e,
,,,,REJECTED: KYC Failed,1458.94,,1458.94,validation,,NO,NO,,Anthony Patel,,NO_RECORD,,,,,,GLSEX3RD,0x2a64f7bb981a38dac719b003e6b397db240abb4a,
,,,,REJECTED: KYC Failed,1433.53,,1433.53,validation,,NO,NO,,Brittany Cook,,NO_RECORD,,,,,,IZZZXXH2,0xa713dd62d42e06b1b4cb3f2f013c508b1e41da62,
